reward,steps,epsilon,reward_ma,steps_ma
-0.3199999999999983,400,0.05,-1.8585999999999978,390.74
-1.039999999999999,400,0.05,-1.810599999999998,390.74
-3.129999999999998,400,0.05,-1.8191999999999982,390.74
-3.179999999999997,400,0.05,-1.8359999999999979,390.74
-3.0,400,0.05,-1.830599999999998,390.74
0.5500000000000003,264,0.05,-1.792799999999998,388.02
-6.149999999999983,400,0.05,-1.8721999999999976,388.02
-2.039999999999999,400,0.05,-1.817599999999998,388.02
1.2899999999999998,334,0.05,-1.779999999999998,386.7
0.4399999999999995,295,0.05,-1.7053999999999983,384.6
-2.740000000000001,400,0.05,-1.6529999999999985,384.6
-1.9199999999999995,400,0.05,-1.5979999999999988,384.6
-4.58999999999999,400,0.05,-1.7081999999999982,385.88
-4.569999999999989,400,0.05,-1.7411999999999983,385.88
-4.439999999999996,400,0.05,-1.770599999999998,385.88
-6.38999999999998,400,0.05,-1.8521999999999976,385.88
0.07000000000000162,400,0.05,-1.8001999999999978,385.88
-0.42999999999999927,400,0.05,-1.7765999999999977,385.88
-0.7299999999999984,400,0.05,-1.7927999999999977,385.88
-2.39,400,0.05,-1.7579999999999978,385.88
-1.9099999999999988,400,0.05,-1.7627999999999977,385.88
-1.2899999999999987,400,0.05,-1.7539999999999976,385.88
-2.7100000000000004,400,0.05,-1.7379999999999978,385.88
-2.9099999999999984,400,0.05,-1.7517999999999978,385.88
-3.949999999999991,400,0.05,-1.7313999999999976,385.88
-0.3599999999999983,400,0.05,-1.6911999999999978,385.88
-1.9099999999999993,400,0.05,-1.7215999999999978,385.88
-3.8599999999999905,400,0.05,-1.7949999999999977,385.88
0.1699999999999997,376,0.05,-1.8103999999999976,385.4
-2.8199999999999994,400,0.05,-1.8337999999999977,385.4
-1.6199999999999986,400,0.05,-1.8249999999999977,385.4
-1.3499999999999992,400,0.05,-1.8637999999999977,385.4
-1.6799999999999986,400,0.05,-1.8705999999999974,385.4
-3.769999999999995,400,0.05,-1.9521999999999975,385.4
-2.9399999999999995,400,0.05,-1.9739999999999978,385.4
-1.3799999999999994,400,0.05,-1.9625999999999977,385.4
-1.099999999999999,400,0.05,-1.9733999999999974,385.4
1.0300000000000025,400,0.05,-1.9357999999999975,385.4
-2.0199999999999996,400,0.05,-1.9213999999999973,385.4
-0.5899999999999991,400,0.05,-1.8791999999999975,385.4
0.8000000000000027,400,0.05,-1.8253999999999977,385.4
-0.33999999999999897,400,0.05,-1.8529999999999973,386.36
-1.0599999999999978,400,0.05,-1.8813999999999973,388.94
-2.1800000000000006,400,0.05,-1.9491999999999976,392.6
-0.03999999999999826,400,0.05,-1.9603999999999973,393.38
-1.2299999999999989,400,0.05,-1.9611999999999974,393.38
-3.499999999999996,400,0.05,-1.978199999999997,393.38
-2.530000000000001,400,0.05,-1.9541999999999973,393.38
-2.23,400,0.05,-1.9319999999999977,393.38
-0.49999999999999933,400,0.05,-1.8897999999999973,393.38
-0.47999999999999887,400,0.05,-1.8929999999999976,393.38
-1.0499999999999987,400,0.05,-1.8931999999999976,393.38
-4.29999999999998,400,0.05,-1.9165999999999972,393.38
-2.4899999999999993,400,0.05,-1.9027999999999972,393.38
-3.929999999999991,400,0.05,-1.921399999999997,393.38
-3.3499999999999974,400,0.05,-1.999399999999997,396.1
-2.4300000000000006,400,0.05,-1.9249999999999974,396.1
-0.12999999999999923,359,0.05,-1.8867999999999971,395.28
-2.6900000000000004,400,0.05,-1.9663999999999973,396.6
-0.7399999999999989,400,0.05,-1.989999999999997,398.7
-4.159999999999993,400,0.05,-2.018399999999997,398.7
-3.0300000000000007,400,0.05,-2.0405999999999973,398.7
-8.019999999999985,400,0.05,-2.109199999999997,398.7
-0.17999999999999794,400,0.05,-2.021399999999997,398.7
-1.5899999999999987,400,0.05,-1.964399999999997,398.7
0.8900000000000021,400,0.05,-1.8187999999999978,398.7
-2.0300000000000002,400,0.05,-1.8607999999999976,398.7
-3.7299999999999964,400,0.05,-1.9267999999999978,398.7
-2.1399999999999997,400,0.05,-1.9549999999999976,398.7
-3.4499999999999944,400,0.05,-1.9761999999999975,398.7
-4.2799999999999905,400,0.05,-2.0235999999999974,398.7
-1.5699999999999992,400,0.05,-2.0291999999999977,398.7
-4.359999999999988,400,0.05,-2.062199999999997,398.7
-4.019999999999985,400,0.05,-2.084399999999997,398.7
-1.2299999999999982,400,0.05,-2.029999999999997,398.7
-0.43999999999999795,400,0.05,-2.031599999999997,398.7
-3.6599999999999957,400,0.05,-2.066599999999997,398.7
-1.9099999999999997,400,0.05,-2.027599999999997,398.7
-0.5999999999999989,400,0.05,-2.042999999999997,399.18
0.4100000000000026,400,0.05,-1.9783999999999973,399.18
-6.479999999999985,400,0.05,-2.075599999999997,399.18
